status_type,status_id,user_id,retweeted_status_id,retweeted_user_id,in_reply_to_status_id,in_reply_to_user_id,quoted_status_id,status_sentiment
retweet,1242399228451749888,3542964857,1242398851450929156,20600235,,,,0.2680
retweet,1242399228468449280,1243283370,1242275523268468737,966547970559688704,,,,-0.7816
retweet,1242399228510515200,318427432,1242104445707718656,1131252286997639168,,,,1.0297
retweet,1242399228510351360,3114836471,1242397152959246337,802154867309457408,,,,1.4294
retweet,1242399228439257092,253953549,1242396490099810304,21857067,,,,-1.5958
retweet,1242399228539867141,82878134,1242175018794131456,41611947,,,,-1.5345
retweet,1242399228497977344,772199670768689152,1242396162344304640,456777022,,,,0.0515
retweet,1242399228573315073,400525689,1242269279610761216,531041640,,,,-1.2687
retweet,1242399228590280704,66582328,1242187302568431618,1637483929,,,,1.3402
retweet,1242399228598431744,890905086271954944,1242028417291182081,106669711,,,,1.9461
retweet,1242399228640612352,1086764012,1242221997934948352,3106771385,,,,-1.2310
retweet,1242399228644769793,125594901,1238029718471016448,930875353,,,,-0.3386
retweet,1242399228602626048,472439636,1242183631432495107,818927131883356161,,,,1.3029
retweet,1242399228682555392,958362707304091648,1242152376720666628,958362707304091648,,,,0.2131
retweet,1242399228737064960,1230594325957967873,1242097735895056390,2365378849,,,,0.4999
retweet,1242399228749475842,610997353,1242212612076519424,21753847,,,,-1.8895
retweet,1242399228816691200,1210913051144097792,1242137430322446344,716432228,,,,1.7160
retweet,1242399228887830528,561413035,1242222387585617920,748213062465781760,,,,0.0920
retweet,1242399228938391552,154597276,1242362205812686848,153529375,,,,-1.8740
retweet,1242399229022048256,204088937,1242398916328349696,133885744,,,,-0.5814
retweet,1242399229013868545,885359257474007040,1242223231748263936,752923493940006912,,,,1.3692
retweet,1242399229051572224,351509367,1242368780770123777,408708960,,,,-1.0012
retweet,1242399229076783104,533005696,1242201053208227841,1373163044,,,,1.3443
retweet,1242399229114376194,1232297560577982466,1242337520534224896,232871884,,,,-1.9256
retweet,1242399228954996736,1264211623,1242296251363672072,1201892614934417408,,,,-0.7709
retweet,1242399229118763008,1636989127,1242294844149637120,38495835,,,,1.4088
retweet,1242399229265444864,244980097,1242398754025566209,948588916038340608,,,,-0.2367
retweet,1242399229273767936,498551754,1242392979588825089,1211884405729329152,,,,-1.7337
retweet,1242399229240377344,829792445579804672,1242214740224618502,130871892,,,,0.0340
retweet,1242399229667987461,1053703401035481089,1242388831334092800,15872418,,,,-0.0586
retweet,1242399229705764864,2864943037,1242398291087822848,1652541,,,,1.2212
retweet,1242399229680603136,1236224831743352833,1241970020302778368,1241967451371237377,,,,-1.0661
retweet,1242399229638672384,1194454752551006208,1242350386184404992,1046026329148313600,,,,-0.8812
retweet,1242399229630222336,986438529323491329,1242364934245060608,17335643,,,,0.9484
retweet,1242399229751910402,2985309086,1242382475113857024,2218026914,,,,-0.8091
retweet,1242399229781385216,848799461962809344,1242398764209442817,726640015,,,,1.7242
retweet,1242399229835767811,866367282,1242308553194352640,1235408621757816832,,,,-1.9348
retweet,1242399229768843266,760545818004914180,1242316415186714625,22677397,,,,0.3555
retweet,1242399229856759808,1094611124815749120,1242328769416663045,149841594,,,,1.0345
retweet,1242399229873508352,705378793863540742,1242363418083856385,234794350,,,,0.4993
retweet,1242399229890330624,132876192,1242300199050989568,1324334436,,,,0.0801
retweet,1242399229848383489,2598116580,1242345032830447621,266946216,,,,-0.2739
retweet,1242399229848494083,1876963291,1242313627882999808,899016339859361792,,,,0.4050
retweet,1242399229911404545,889531883570307072,1242195352457003008,197605627,,,,1.7315
retweet,1242399229932457984,2336067847,1242395692590493697,1626294277,,,,-1.1591
retweet,1242399229970169856,767751438764273664,1242232381966372865,937838510,,,,-0.0548
retweet,1242399229961797633,2464869235,1242363455929270273,862356624987611136,,,,0.1763
retweet,1242399229999329281,871251634969485312,1242363418083856385,234794350,,,,-1.9857
retweet,1242399230041317376,2432965657,1241951283897987073,149909321,,,,-0.9185
retweet,1242399230058213376,979092801278431234,1242201750364438528,14150558,,,,1.9033
retweet,1242399229940830217,4787527541,1242393071536476162,70394965,,,,-1.1092
retweet,1242399229982752768,68977773,1242398278802702337,1388402174,,,,-1.2982
retweet,1242399230012076032,4150859021,1242393596067753987,1384810968,,,,-0.4745
retweet,1242399229995180032,26375265,1242396314404638720,16343974,,,,0.7514
retweet,1242399230074986497,1026140742002110464,1242281233368915970,54259597,,,,0.5601
retweet,1242399230079242241,104231095,1242392004643950592,27066139,,,,0.9626
retweet,1242399230045585408,1225737416000069634,1242379386864709632,24744541,,,,0.3913
retweet,1242399230121123840,108676117,1242294909429825536,243388531,,,,-1.0024
retweet,1242399230095953922,204838830,1242253551235145729,949465564854079488,,,,1.2674
retweet,1242399230100148224,864272400,1242363323317997568,45075214,,,,-1.1480
retweet,1242399230095958016,2801468067,1241866570961506304,1169308620129034240,,,,-1.8777
retweet,1242399230041288705,2826096512,1241973404992802818,2751202705,,,,-0.9648
retweet,1242399230251225089,130919424,1242246651718352898,1146535398,,,,1.0526
retweet,1242399230335029248,1033395463838412800,1242296014633086976,25073877,,,,1.2949
retweet,1242399233833123841,228858973,1242331526357901313,783879853,,,,0.7978
retweet,1242399233791143937,40052950,1242395910547660801,29954918,,,,1.7004
retweet,1242399233958989825,871356642281103360,1242114805588267008,813286,,,,1.5726
retweet,1242399233837338625,912209154223362049,1242162908072677377,200689362,,,,-0.9167
retweet,1242399233954779137,110667601,1242385137939120128,152656121,,,,-0.7930
retweet,1242399233984147456,409868688,1242399196201836545,105082141,,,,0.9982
retweet,1242399234000924672,155157740,1242328898026835968,2800688893,,,,0.7552
retweet,1242399234055221248,891212174701379584,1242398459501543424,17670329,,,,-1.5415
retweet,1242399234097180672,66975191,1242398832299618305,126016155,,,,-1.1408
retweet,1242399234038665216,552919242,1242388039365771264,781293,,,,-1.4407
retweet,1242399234139271168,1098990522524467207,1242233823741579265,59331128,,,,-1.2195
retweet,1242399234135068674,3020602445,1242341001819295744,813738086282694656,,,,1.0803
retweet,1242399234156044289,2311466927,1242189876809928710,2837988568,,,,1.4681
retweet,1242399234164432898,11891992,1242208021566062592,554548871,,,,-0.3089
retweet,1242399234189479936,436495111,1242398020123017217,331383958,,,,0.6382
retweet,1242399234273488896,1160131957365387264,1242201481383641091,1009851047785975809,,,,-0.0602
retweet,1242399234269368322,194107416,1242188178230050822,3359284941,,,,-0.1446
retweet,1242399234176856064,739399969841389568,1242398940898590720,2879622944,,,,-1.3055
retweet,1242399234197991427,27998439,1242390084424478721,16041234,,,,-0.4532
retweet,1242399234348863488,2836578878,1242281839080792064,3001279849,,,,-1.6085
retweet,1242399234294308864,287660963,1242247333112213504,2948585136,,,,0.9788
retweet,1242399234453889027,234031699,1242394641443565568,78619678,,,,0.7977
retweet,1242399234407534592,1222865149918236672,1242394224818966534,84316208,,,,-1.0483
retweet,1242399234328072192,847844733410041856,1242137430322446344,716432228,,,,-0.0362
retweet,1242399234508423168,905962405,1242375601224208390,295608887,,,,-1.8315
retweet,1242399234453909504,221847675,1242397145120092168,1071386863,,,,-0.9984
retweet,1242399234541879296,47003797,1242110120626204672,56381997,,,,-1.9495
retweet,1242399234596503552,54260942,1242208644797734913,1193721035490807808,,,,-0.1185
retweet,1242399234625806336,1901588305,1242087413868003333,202780974,,,,1.6846
retweet,1242399234529386498,842207336,1241978143507976194,58761547,,,,-0.9062
retweet,1242399234692993024,162422433,1242156601714389003,74756085,,,,-1.1900
retweet,1242399234638393346,930532055749939201,1242171630127910915,373978904,,,,-0.9512
retweet,1242399238056787968,1246096020,1242168653413580800,761016622765056001,,,,0.6155
retweet,1242399238014763010,923908966626877440,1241378807040348166,4289676379,,,,1.9394
retweet,1242399238094495744,187726993,1241898646704214016,812156976171991040,,,,0.4974
retweet,1242399238086107137,1891269895,1242395796747804673,140034129,,,,-1.2555
retweet,1242399238140633089,539573373,1241924168263897089,342802864,,,,1.2345
retweet,1242399238249689088,379010920,1242052978334486528,14258720,,,,-0.7743
retweet,1242399238182465536,179520476,1242397304234987521,84800999,,,,-1.2802
retweet,1242399238304288769,1078069101539590144,1242267457450053638,49184365,,,,1.7647
retweet,1242399238392176643,386330004,1242397623870341120,453955422,,,,-0.9139
retweet,1242399238463598592,1199261567973498880,1242395162472562698,71208292,,,,1.4861
retweet,1242399238547480576,1184207246722551808,1242369081287888910,762349345530376194,,,,1.6668
retweet,1242399238601883648,703221796128948224,1242259426267951104,1225087940285497344,,,,-0.0259
retweet,1242399238668955648,1076115580904591360,1242138837897244676,795498951336075264,,,,0.9401
retweet,1242399238622834688,236352194,1242296251363672072,1201892614934417408,,,,-0.7407
retweet,1242399238639751168,239376971,1242399179156185088,711905803456876545,,,,1.6111
retweet,1242399238748807170,67899686,1242392319392985089,1321029128,,,,-0.5791
retweet,1242399238811791362,249620395,1242105241518182401,1168085145171243008,,,,0.0292
retweet,1242399238878662657,992831365950324736,1242390114073858048,366987179,,,,0.1740
retweet,1242399238736076800,1183243126523064320,1242368767704752128,14689050,,,,1.0378
retweet,1242399238845333504,1232734892418621442,1242089842063933441,130684893,,,,-0.0304
retweet,1242399238937612288,515559813,1242267417415278592,1911007922,,,,-1.3830
retweet,1242399238908194823,94993281,1242371352990027776,1181176017739812867,,,,-0.3989
retweet,1242399238950092801,1393936856,1242361257736507393,479398798,,,,-1.3664
retweet,1242399239117746177,603000803,1242165026775072768,2256965582,,,,1.5225
retweet,1242399239096791042,715222790790520832,1242003635011117056,1128584178,,,,-1.0539
retweet,1242399239143075840,898950397745909761,1242391870325522432,1032041245403701248,,,,0.6671
retweet,1242399239138881536,924324267852025856,1242192671525031943,966601637728018434,,,,1.9480
retweet,1242399239105400834,1214094806059601920,1242398291087822848,1652541,,,,-1.6539
retweet,1242399239117737986,1079192605953421313,1242345032830447621,266946216,,,,-1.1258
retweet,1242399239071653888,2901249914,1242259426267951104,1225087940285497344,,,,-1.3105
retweet,1242399239185018880,1241257439200149504,1242341011390705669,1499097428,,,,-0.4990
retweet,1242399239172427776,397905139,1242375932884725760,765187661996883968,,,,-1.1014
retweet,1242399239268950018,1057379855485071361,1242394214039719936,249122306,,,,-1.9456
retweet,1242399242192334848,204918671,1242264060176945154,436173744,,,,-1.4376
retweet,1242399242242703360,819526967997382656,1242087413868003333,202780974,,,,1.5095
retweet,1242399242410266625,1033308892325789698,1242393304487964672,899036612,,,,1.1460
retweet,1242399239742935043,42875351,1242197589027676167,780126064869650432,,,,1.3543
retweet,1242399242330636289,100920343,1242138837897244676,795498951336075264,,,,-1.7525
retweet,1242399242578100225,924030117264769024,1242259426267951104,1225087940285497344,,,,1.9356
retweet,1242399242615959553,853599373820911617,1242252939957239810,112047805,,,,1.3968
retweet,1242399242653753344,18423512,1242054340237496320,14173315,,,,-0.0921
retweet,1242399242712264706,870134018372534277,1242281839080792064,3001279849,,,,-0.1087
retweet,1242399241965723649,173733740,1242287690810150912,899515237753167872,,,,-0.1197
retweet,1242399242200576001,4540676234,1242059501143904258,146412383,,,,1.7892
retweet,1242399242657968129,519419129,1242249772104388608,110396781,,,,-1.0909
retweet,1242399242754252800,1103400857566150656,1242396556713766913,120601953,,,,-1.2947
retweet,1242399242880274433,1091609036972351488,1242386977166516224,1148288602033598465,,,,-1.8972
retweet,1242399242838294534,372937945,1242390891022729217,150725695,,,,-1.9570
retweet,1242399242813165568,127188286,1242397044750327808,76401350,,,,0.1322
retweet,1242399242917941248,815552224046829568,1242385577477111809,535314923,,,,1.5070
retweet,1242399242968317959,43048016,1242398250994470912,260894276,,,,0.0830
retweet,1242399242758565888,812407213931302912,1242366790782586880,1133920393,,,,1.4234
retweet,1242399242963963905,590187982,1242227483002277888,123666417,,,,1.2072
retweet,1242399243035447296,1038073330098679810,1242234939631951873,2767590820,,,,1.4058
retweet,1242399243052056577,922707768,1242118426010632192,1890327224,,,,1.0593
retweet,1242399243039641601,2279097937,1241856436508020742,1197738759346950145,,,,0.4088
retweet,1242399242989080577,1204548621590417408,1242395422531993601,54885400,,,,-0.9917
retweet,1242399243089973254,306775013,1242324262419083264,835687449779191808,,,,-0.6384
retweet,1242399243123470339,3130662291,1242231961172807680,1150278960724533248,,,,1.0366
retweet,1242399243199041536,461567074,1242396580994482177,130537001,,,,1.6310
retweet,1242399243173629958,2623120867,1242393709510975490,836206387050893312,,,,-0.7488
retweet,1242399243228180481,59788460,1242176599006437376,12749072,,,,-1.5339
retweet,1242399243240759304,724004436,1242326291484774400,342034927,,,,1.3387
retweet,1242399243240738817,1938537464,1242396242241392640,21985976,,,,1.9592
retweet,1242399243194830848,2814077512,1242203209600585738,131004593,,,,0.7431
retweet,1242399246386487296,1380953869,1242380126966272000,966547970559688704,,,,-0.8046
retweet,1242399246294409216,288012161,1242138547420827649,278154376,,,,1.1814
retweet,1242399246352965632,1128856248852475906,1242393304487964672,899036612,,,,-0.4997
retweet,1242399246399176705,1474401444,1242203764360187906,1035952200038662144,,,,-1.2812
retweet,1242399246352936960,1230830748598358016,1242323276925415424,2097571,,,,-1.5127
retweet,1242399246357131266,278958703,1242296251363672072,1201892614934417408,,,,1.3339
retweet,1242399246512459782,1164294943227072512,1242398505605509120,16657699,,,,0.1288
retweet,1242399246525124608,1098666740731514882,1242313559561736192,1171782190549458950,,,,0.9022
retweet,1242399246533275649,1125995070639837184,1242388457311408128,183365153,,,,-0.7793
retweet,1242399246592196608,1054270448383475712,1242005469213921281,402999736,,,,-0.2591
retweet,1242399246604808193,926734863415283712,1242342657407377408,57652561,,,,0.0986
retweet,1242399246751391744,394881573,1242393507890749440,245687754,,,,-1.5341
retweet,1242399246654947328,1158255427735265283,1242328494522032128,355989081,,,,-0.4331
retweet,1242399246784946177,1031903544381558785,1242358314723205120,318785854,,,,0.6861
retweet,1242399246805913600,975884102879535104,1242398250608414722,16973333,,,,0.1139
retweet,1242399246969520130,3594832093,1242295949545721857,1157909288007827458,,,,0.8698
retweet,1242399246977884161,988864447274864640,1242339094329356291,61477153,,,,-1.9391
retweet,1242399246965506048,965564118186057728,1242145790904107008,1189642866412474373,,,,-1.6102
retweet,1242399247020015617,835960848304779264,1242273750818553856,18266688,,,,-1.5725
retweet,1242399247095304192,1109624055370383360,1242132341901774848,802529696361521152,,,,1.1925
retweet,1242399247066152967,2942678379,1242293327141187587,812462023,,,,1.5754
retweet,1242399247074385920,2529692478,1242359349378535425,2865878273,,,,1.2879
retweet,1242399247112298496,1361965609,1242305649377193986,695248603057627136,,,,1.0925
retweet,1242399247040802816,560447206,1242345032830447621,266946216,,,,0.6969
retweet,1242399247128866816,4111798392,1241469633170997256,1141419911690014720,,,,0.6080
retweet,1242399247183409157,577037814,1242397482664865792,221647151,,,,-1.9939
retweet,1242399247170818048,762785432,1242313373716344833,1326375108,,,,-0.4444
retweet,1242399247166734336,248529251,1242182128529371136,1124001618096160770,,,,0.2474
retweet,1242399247112245248,773282830898044929,1242224931968073728,14247236,,,,-0.8688
retweet,1242399247263313920,291917289,1242373485030146048,14236470,,,,-1.0573
retweet,1242399247183622144,3377536655,1242228038043144194,121188169,,,,0.6382
retweet,1242399247351201792,789446645297524736,1242386754906148865,1492538024,,,,-0.1916
retweet,1242399250614345729,752289636,1242288863843774467,465095222,,,,0.4137
retweet,1242399250601803776,364077911,1241986916578295808,1087146264481849345,,,,-1.4225
retweet,1242399250547380227,1141973210,1242396926261239808,861296721548251136,,,,-0.8024
retweet,1242399250719354883,1042584546577973253,1242108576891576321,141085629,,,,1.5076
retweet,1242399250786316288,715222790790520832,1242003443625029632,1128584178,,,,-1.8350
retweet,1242399250731933696,21578023,1242178705050480640,960962340,,,,-1.8212
retweet,1242399250799099904,712021916522037250,1242228808264155138,605153786,,,,-0.2137
